CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
PETTY THEFT,02/08/2016 06:00:00 PM,16-901360,THEFT,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813486, -122.266068)"
MISDEMEANOR ASSAULT,02/04/2016 03:49:00 PM,16-006561,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,10X,1000 55TH ST,Oakland,CA,"1000 55TH ST
Oakland, CA
(37.838977, -122.278151)"
PETTY THEFT,02/08/2016 03:15:00 PM,16-901358,THEFT,25Y,00 SKYWAY LN,Oakland,CA,"00 SKYWAY LN
Oakland, CA
"
MISDEMEANOR ASSAULT,02/04/2016 04:30:00 PM,16-006570,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,2700 77TH AV,Oakland,CA,"2700 77TH AV
Oakland, CA
(37.765989, -122.170934)"
OTHER,02/12/2016 07:30:00 PM,16-008021,BATTERY,23X,4000 ALAMEDA AVE,Oakland,CA,"4000 ALAMEDA AVE
Oakland, CA
(37.768201, -122.223528)"
,01/29/2016 02:15:00 PM,16-901506,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,30Y,7800 SUNKIST DRIVE,Oakland,CA,"7800 SUNKIST DRIVE
Oakland, CA
(37.769273, -122.163044)"
GRAND THEFT,02/05/2016 08:30:00 AM,16-901350,GRAND THEFT,08X,2300 BROADWAY,Oakland,CA,"2300 BROADWAY
Oakland, CA
(37.812397, -122.266078)"
DOMESTIC VIOLENCE,02/03/2016 09:00:00 PM,16-006585,INFLICT CRPL INJ SP/COHAB,31Z,400 DOUGLAS AV,Oakland,CA,"400 DOUGLAS AV
Oakland, CA
(37.730189, -122.182305)"
PETTY THEFT,02/06/2016 12:00:00 AM,16-901373,THEFT,26Y,800 69TH AV,Oakland,CA,"800 69TH AV
Oakland, CA
(37.755298, -122.198672)"
VANDALISM,02/08/2016 01:30:00 AM,16-007197,VANDALISM-$400,02X,1200 7TH ST,Oakland,CA,"1200 7TH ST
Oakland, CA
(37.804371, -122.290354)"
PETTY THEFT,02/08/2016 01:40:00 AM,16-901377,THEFT,04X,1900 MARTIN LUTHER KING JR W,Oakland,CA,"1900 MARTIN LUTHER KING JR W
Oakland, CA
"
BURG - RESIDENTIAL,01/24/2016 12:30:00 AM,16-901468,BURGLARY-FORCIBLE ENTRY,13Z,6200 LA SALLE AV,Oakland,CA,"6200 LA SALLE AV
Oakland, CA
(37.826726, -122.209544)"
BURG - RESIDENTIAL,02/12/2016 09:45:00 AM,16-007932,BURGLARY-FORCIBLE ENTRY,31Z,500 ALMANZA DR,Oakland,CA,"500 ALMANZA DR
Oakland, CA
(37.729195, -122.17822)"
VANDALISM,02/08/2016 11:05:00 PM,16-901353,VANDALISM,28X,2600 MONTICELLO AV,Oakland,CA,"2600 MONTICELLO AV
Oakland, CA
(37.778509, -122.199314)"
,02/01/2016 07:40:00 PM,16-901510,VANDALISM,25Y,400 CANYON OAKS DRIVE,Oakland,CA,"400 CANYON OAKS DRIVE
Oakland, CA
(37.771398, -122.147739)"
,02/01/2016 05:30:00 PM,16-901511,BURGLARY-AUTO,,4400 SHELLMOUND ST,Oakland,CA,"4400 SHELLMOUND ST
Oakland, CA
(37.831907, -122.292977)"
VANDALISM,02/08/2016 08:00:00 PM,16-901354,VANDALISM,04X,1600 SAN PABLO AV,Oakland,CA,"1600 SAN PABLO AV
Oakland, CA
(37.806402, -122.271943)"
DUI,02/12/2016 06:28:00 PM,15-065332,DUI ALCOHOL/DRUGS,17Y,1200 MACARTHUR BLVD,Oakland,CA,"1200 MACARTHUR BLVD
Oakland, CA
(37.803392, -122.233024)"
BURG - RESIDENTIAL,02/16/2016 07:30:00 AM,16-008708,BURGLARY-FORCIBLE ENTRY,33X,1200 92ND AV,Oakland,CA,"1200 92ND AV
Oakland, CA
(37.746931, -122.177003)"
BURG - AUTO,02/07/2016 12:30:00 AM,16-901362,BURGLARY-AUTO,08X,HARRISON ST,Oakland,CA,"HARRISON ST
Oakland, CA
"
MISDEMEANOR ASSAULT,02/09/2016 05:50:00 PM,16-007461,ASSAULT WITH FIREARM ON PERSON,34X,9400 OLIVE ST,Oakland,CA,"9400 OLIVE ST
Oakland, CA
(37.749921, -122.165879)"
FRAUD,02/04/2016 01:10:00 PM,16-008818,FRAUD TO OBTAIN AID,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.799026, -122.272977)"
THREATS,02/15/2016 07:30:00 AM,16-008417,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
VANDALISM,02/08/2016 05:00:00 AM,16-901375,VANDALISM,03Y,1200 CLAY ST,Oakland,CA,"1200 CLAY ST
Oakland, CA
(37.804606, -122.27404)"
MISDEMEANOR ASSAULT,02/16/2016 01:59:00 PM,16-008659,DISTURB THE PEACE,29X,6100 MACARTHUR BLVD,Oakland,CA,"6100 MACARTHUR BLVD
Oakland, CA
(37.775537, -122.182325)"
THREATS,02/13/2016 08:25:00 AM,16-008859,THREAT CRIME:INT:TERRORIZE,28X,6200 SEMINARY AV,Oakland,CA,"6200 SEMINARY AV
Oakland, CA
(37.780347, -122.174822)"
BURG - AUTO,02/01/2016 11:55:00 PM,16-901374,BURGLARY-AUTO,05X,800 21ST ST,Oakland,CA,"800 21ST ST
Oakland, CA
(37.812168, -122.276659)"
BURG - AUTO,02/08/2016 08:30:00 AM,16-901349,BURGLARY-AUTO,12Y,5900 KEITH AV,Oakland,CA,"5900 KEITH AV
Oakland, CA
(37.845821, -122.247497)"
BURG - RESIDENTIAL,02/13/2016 03:15:00 PM,16-008170,BURGLARY-FORCIBLE ENTRY,17Y,2300 14TH AV,Oakland,CA,"2300 14TH AV
Oakland, CA
(37.794962, -122.23768)"
STOLEN VEHICLE,01/23/2016 07:00:00 PM,16-004441,VEHICLE THEFT - AUTO,15X,1100 MCKINLEY AV,Oakland,CA,"1100 MCKINLEY AV
Oakland, CA
(37.803881, -122.238397)"
,02/01/2016 04:00:00 PM,16-901509,THEFT,35X,9500 STEARNS AVE,Oakland,CA,"9500 STEARNS AVE
Oakland, CA
(37.753554, -122.156699)"
BURG - AUTO,02/09/2016 12:00:00 AM,16-901357,BURGLARY-AUTO,27X,4600 CONGRESS AV,Oakland,CA,"4600 CONGRESS AV
Oakland, CA
(37.779471, -122.205588)"
BURG - AUTO,02/12/2016 06:10:00 PM,16-008015,BURGLARY-AUTO,03X,800 WEBSTER ST,Oakland,CA,"800 WEBSTER ST
Oakland, CA
(37.799552, -122.271181)"
DOMESTIC VIOLENCE,02/01/2016 10:45:00 AM,16-901465,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,25X,4600 STEELE ST,Oakland,CA,"4600 STEELE ST
Oakland, CA
(37.786494, -122.187539)"
PETTY THEFT,02/06/2016 12:10:00 AM,16-901355,THEFT,26Y,70TH AV,Oakland,CA,"70TH AV
Oakland, CA
"
BURG - AUTO,01/27/2016 07:30:00 PM,16-900942,BURGLARY-AUTO,04X,1700 FRANKLIN ST,Oakland,CA,"1700 FRANKLIN ST
Oakland, CA
(37.806175, -122.268505)"
OTHER,02/03/2016 05:32:00 PM,16-901372,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,15X,600 CLEVELAND AV,Oakland,CA,"600 CLEVELAND AV
Oakland, CA
(37.805683, -122.247815)"
FELONY ASSAULT,02/16/2016 04:18:00 PM,16-008697,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,34X,1400 82ND AV,Oakland,CA,"1400 82ND AV
Oakland, CA
(37.755759, -122.179299)"
,01/29/2016 10:25:00 AM,16-901508,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740688, -122.198423)"
DOMESTIC VIOLENCE,02/16/2016 05:30:00 PM,16-008716,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,8600 HILLSIDE ST,Oakland,CA,"8600 HILLSIDE ST
Oakland, CA
(37.757666, -122.164138)"
MISDEMEANOR ASSAULT,02/17/2016 11:50:00 AM,16-008856,BATTERY,4X,100 WASHINGTON ST,Oakland,CA,"100 WASHINGTON ST
Oakland, CA
(37.795654, -122.27816)"
VANDALISM,02/08/2016 11:10:00 PM,16-901359,VANDALISM,12Y,5200 SHAFTER AV,Oakland,CA,"5200 SHAFTER AV
Oakland, CA
(37.838142, -122.257122)"
BURG - AUTO,02/16/2016 08:10:00 AM,16-008643,BURGLARY-AUTO,22X,3400 FRUITVALE AV,Oakland,CA,"3400 FRUITVALE AV
Oakland, CA
(37.799305, -122.216552)"
,01/19/2016 07:30:00 PM,16-901473,GRAND THEFT,08X,2200 BROADWAY,Oakland,CA,"2200 BROADWAY
Oakland, CA
(37.810962, -122.266962)"
NARCOTICS,02/16/2016 05:18:00 PM,16-008700,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,07X,1100 32ND ST,Oakland,CA,"1100 32ND ST
Oakland, CA
(37.823516, -122.27991)"
,01/29/2016 01:00:00 PM,16-901483,BURGLARY-FORCIBLE ENTRY,30X,2200 DASHWOOD AVE,Oakland,CA,"2200 DASHWOOD AVE
Oakland, CA
(37.761772, -122.178378)"
MISDEMEANOR ASSAULT,02/16/2016 02:19:00 PM,16-008664,BATTERY,24Y,2400 HUMBOLDT AV,Oakland,CA,"2400 HUMBOLDT AV
Oakland, CA
(37.788159, -122.213746)"
VANDALISM,02/08/2016 06:30:00 PM,16-901351,VANDALISM,12X,4700 TELEGRAPH AV,Oakland,CA,"4700 TELEGRAPH AV
Oakland, CA
(37.834351, -122.263049)"
ARSON,02/12/2016 08:00:00 AM,16-007670,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,33X,8700 G ST.,Oakland,CA,"8700 G ST.
Oakland, CA
(37.747935, -122.18456)"
NARCOTICS,02/04/2016 01:31:00 PM,16-006529,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,08X,500 SYCAMORE ST,Oakland,CA,"500 SYCAMORE ST
Oakland, CA
(37.81505, -122.26819)"
,02/16/2016 02:30:00 PM,16-008734,VEHICLE THEFT - AUTO,30X,1900  70TH AV,Oakland,CA,"1900 70TH AV
Oakland, CA
(37.763678, -122.184334)"
WEAPONS,02/16/2016 08:00:00 PM,16-008725,CARRY CONCEALED WEAPON ON PERSON,33X,800 85TH AV,Oakland,CA,"800 85TH AV
Oakland, CA
(37.748468, -122.186666)"
DOMESTIC VIOLENCE,02/16/2016 04:25:00 PM,16-008694,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,35X,9700 MACARTHUR BLVD,Oakland,CA,"9700 MACARTHUR BLVD
Oakland, CA
(37.750558, -122.159298)"
PETTY THEFT,02/09/2016 02:15:00 PM,16-901376,THEFT,03X,700 WEBSTER ST,Oakland,CA,"700 WEBSTER ST
Oakland, CA
(37.798567, -122.271819)"
BURG - AUTO,02/08/2016 09:00:00 PM,16-901356,BURGLARY-AUTO,35X,3400 CALANDRIA AV,Oakland,CA,"3400 CALANDRIA AV
Oakland, CA
(37.757655, -122.152606)"
NARCOTICS,02/15/2016 12:21:00 PM,16-008475,POSSESS NARCOTIC CONTROLLED SUBSTANCE,05X,1100 14TH ST,Oakland,CA,"1100 14TH ST
Oakland, CA
(37.80938, -122.285168)"
THREATS,02/14/2016 06:49:00 PM,16-008348,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,18X,1700 E 20TH ST,Oakland,CA,"1700 E 20TH ST
Oakland, CA
(37.791788, -122.239038)"
,01/28/2016 05:00:00 PM,16-901499,BURGLARY-FORCIBLE ENTRY,10X,900 63RD ST,Oakland,CA,"900 63RD ST
Oakland, CA
(37.847209, -122.276108)"
VANDALISM,02/08/2016 09:30:00 AM,16-007574,VANDALISM,29X,6300 MACARTHUR BLVD,Oakland,CA,"6300 MACARTHUR BLVD
Oakland, CA
(37.774494, -122.180488)"
BURG - OTHER,02/14/2016 12:00:00 AM,16-008314,BURGLARY-NO FORCE,33X,8000 SAN LEANDRO ST,Oakland,CA,"8000 SAN LEANDRO ST
Oakland, CA
(37.749863, -122.192475)"
BURG - AUTO,02/07/2016 03:00:00 PM,16-008682,BURGLARY-AUTO,32Y,1900 101ST AV,Oakland,CA,"1900 101ST AV
Oakland, CA
(37.743689, -122.162757)"
PETTY THEFT,02/16/2016 08:56:00 AM,16-008589,THEFT,02Y,1800 14TH ST,Oakland,CA,"1800 14TH ST
Oakland, CA
(37.813888, -122.298993)"
PETTY THEFT,02/17/2016 10:35:00 AM,16-008838,THEFT,04X,1400 MARTIN LUTHER KING JR W,Oakland,CA,"1400 MARTIN LUTHER KING JR W
Oakland, CA
"
DOMESTIC VIOLENCE,02/16/2016 09:00:00 PM,16-008747,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,2100 66TH AV,Oakland,CA,"2100 66TH AV
Oakland, CA
(37.764619, -122.190517)"
STOLEN VEHICLE,02/13/2016 06:00:00 PM,16-008567,VEHICLE THEFT - AUTO,10Y,5800 GENOA ST,Oakland,CA,"5800 GENOA ST
Oakland, CA
(37.843247, -122.27248)"
STOLEN VEHICLE,02/13/2016 11:00:00 PM,16-008669,VEHICLE THEFT - AUTO,08X,400 FAIRMOUNT AV,Oakland,CA,"400 FAIRMOUNT AV
Oakland, CA
(37.819059, -122.256455)"
STOLEN VEHICLE,02/12/2016 05:00:00 PM,16-008850,VEHICLE THEFT - AUTO,17X,600 FOOTHILL BLVD,Oakland,CA,"600 FOOTHILL BLVD
Oakland, CA
(37.796342, -122.251175)"
GRAND THEFT,02/16/2016 04:18:00 PM,16-008690,GRAND THEFT,15X,400 NEWTON AV,Oakland,CA,"400 NEWTON AV
Oakland, CA
(37.803112, -122.249025)"
VANDALISM,02/16/2016 09:30:00 AM,16-008600,VANDALISM,02X,1300 10TH ST,Oakland,CA,"1300 10TH ST
Oakland, CA
(37.807333, -122.290253)"
THREATS,02/16/2016 06:30:00 AM,16-008710,THREAT CRIME:INT:TERRORIZE,32Y,10400 FOOTHILL BLVD,Oakland,CA,"10400 FOOTHILL BLVD
Oakland, CA
(37.745082, -122.151496)"
BURG - AUTO,02/16/2016 08:00:00 PM,16-008836,BURGLARY-AUTO,21Y,2700 HAROLD ST,Oakland,CA,"2700 HAROLD ST
Oakland, CA
(37.796999, -122.213352)"
PETTY THEFT,02/13/2016 09:44:00 AM,16-008120,THEFT,33X,1100 90TH AV,Oakland,CA,"1100 90TH AV
Oakland, CA
(37.74748, -122.179569)"
PETTY THEFT,01/25/2016 12:00:00 AM,16-004976,THEFT,03Y,700 WASHINGTON ST,Oakland,CA,"700 WASHINGTON ST
Oakland, CA
(37.800146, -122.275323)"
VANDALISM,02/13/2016 06:00:00 PM,16-008217,VANDALISM,19X,1900 EMBARCADERO,Oakland,CA,"1900 EMBARCADERO
Oakland, CA
(37.78268, -122.243005)"
STOLEN VEHICLE,02/16/2016 10:30:00 PM,16-008779,VEHICLE THEFT - AUTO,21X,2200 MITCHELL ST,Oakland,CA,"2200 MITCHELL ST
Oakland, CA
(37.786103, -122.225297)"
ARSON,02/18/2016 12:15:00 AM,16-008985,ARSON:INHABITED STRUCTURE/PROPERTY,03X,100 13TH ST,Oakland,CA,"100 13TH ST
Oakland, CA
(37.799858, -122.262078)"
STOLEN VEHICLE,02/16/2016 01:40:00 PM,16-008726,VEHICLE THEFT - AUTO,30Y,7000 BANCROFT AV,Oakland,CA,"7000 BANCROFT AV
Oakland, CA
(37.766909, -122.17818)"
STOLEN VEHICLE,02/16/2016 02:00:00 PM,16-008671,VEHICLE THEFT - AUTO,31Y,500 85TH AV,Oakland,CA,"500 85TH AV
Oakland, CA
(37.739026, -122.192878)"
DOMESTIC VIOLENCE,02/18/2016 11:00:00 AM,16-009079,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,500 MERRITT AV,Oakland,CA,"500 MERRITT AV
Oakland, CA
(37.80718, -122.248367)"
ARSON,02/14/2016 10:00:00 PM,16-008552,ARSON:INHABITED STRUCTURE/PROPERTY,10X,1000 54TH ST,Oakland,CA,"1000 54TH ST
Oakland, CA
(37.838306, -122.277963)"
DISORDERLY CONDUCT,02/16/2016 10:11:00 AM,16-008609,DISTURB THE PEACE,77X,6400 PLYMOUTH ST,Oakland,CA,"6400 PLYMOUTH ST
Oakland, CA
"
STOLEN VEHICLE,02/08/2016 09:00:00 PM,16-008807,VEHICLE THEFT - AUTO,11X,600 ALCATRAZ AV,Oakland,CA,"600 ALCATRAZ AV
Oakland, CA
(37.849899, -122.262716)"
DISORDERLY CONDUCT,02/10/2016 12:00:00 AM,16-007776,DISTURB THE PEACE,29X,6400 FOOTHILL BLVD,Oakland,CA,"6400 FOOTHILL BLVD
Oakland, CA
(37.770704, -122.183973)"
BURG - AUTO,02/15/2016 08:49:00 AM,16-008423,BURGLARY-AUTO,35X,2300 86TH AV,Oakland,CA,"2300 86TH AV
Oakland, CA
(37.757781, -122.16628)"
BURG - RESIDENTIAL,02/16/2016 11:00:00 AM,16-008721,BURGLARY-FORCIBLE ENTRY,23X,1800 33RD AV,Oakland,CA,"1800 33RD AV
Oakland, CA
(37.781911, -122.222438)"
BURG - COMMERCIAL,02/04/2016 03:04:00 PM,16-006550,BURGLARY-NO FORCE,35Y,9400 MOUNTAIN BLVD,Oakland,CA,"9400 MOUNTAIN BLVD
Oakland, CA
(37.759041, -122.147467)"
PETTY THEFT,02/13/2016 07:00:00 PM,16-008277,THEFT,34X,1900 87TH AV,Oakland,CA,"1900 87TH AV
Oakland, CA
(37.754091, -122.170676)"
MISDEMEANOR ASSAULT,02/10/2016 12:00:00 AM,16-007652,DISTURB THE PEACE,27Y,5400 HOLLAND ST,Oakland,CA,"5400 HOLLAND ST
Oakland, CA
(37.769023, -122.20468)"
BURG - AUTO,02/17/2016 12:45:00 AM,16-008769,BURGLARY-AUTO,29X,5700 FOOTHILL BLVD,Oakland,CA,"5700 FOOTHILL BLVD
Oakland, CA
(37.772156, -122.193523)"
MISDEMEANOR ASSAULT,02/17/2016 08:34:00 AM,16-008827,BATTERY,29X,5600 BANCROFT AV,Oakland,CA,"5600 BANCROFT AV
Oakland, CA
(37.771443, -122.195763)"
BURG - AUTO,02/15/2016 05:00:00 PM,16-008672,BURGLARY-AUTO,32Y,1900 101ST AV,Oakland,CA,"1900 101ST AV
Oakland, CA
(37.743689, -122.162757)"
BURG - RESIDENTIAL,02/16/2016 04:39:00 AM,16-008572,SC BURGLARY - NO FORCE,08X,2300 VALLEY ST,Oakland,CA,"2300 VALLEY ST
Oakland, CA
(37.812386, -122.267647)"
FRAUD,02/06/2016 12:00:00 AM,16-007205,GET CREDIT/ETC OTHER'S ID,30Y,7500 NEY AV,Oakland,CA,"7500 NEY AV
Oakland, CA
(37.769183, -122.169892)"
DOMESTIC VIOLENCE,02/11/2016 10:25:00 AM,16-008575,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2300 DASHWOOD AV,Oakland,CA,"2300 DASHWOOD AV
Oakland, CA
(37.762343, -122.1775)"
DOMESTIC VIOLENCE,02/16/2016 07:00:00 PM,16-008730,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,26Y,1100 62ND AV,Oakland,CA,"1100 62ND AV
Oakland, CA
(37.760402, -122.202323)"
PETTY THEFT,02/13/2016 05:54:00 PM,16-008118,THEFT,08X,3900 BROADWAY,Oakland,CA,"3900 BROADWAY
Oakland, CA
(37.826646, -122.257183)"
MISDEMEANOR ASSAULT,02/17/2016 08:19:00 AM,16-008808,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,05X,900 21ST ST,Oakland,CA,"900 21ST ST
Oakland, CA
(37.813105, -122.279034)"
ROBBERY,02/17/2016 04:10:00 AM,16-008772,CARJACKING WITH FIREARM,02X,800 8TH ST,Oakland,CA,"800 8TH ST
Oakland, CA
(37.790788, -122.254067)"
THREATS,02/14/2016 03:34:00 AM,16-008863,THREAT CRIME:INT:TERRORIZE,04X,2100 FRANKLIN ST,Oakland,CA,"2100 FRANKLIN ST
Oakland, CA
(37.809851, -122.26673)"
STOLEN VEHICLE,02/15/2016 10:00:00 PM,16-008582,VEHICLE THEFT - AUTO,25X,3700 HIGH ST,Oakland,CA,"3700 HIGH ST
Oakland, CA
(37.788468, -122.192458)"
STOLEN VEHICLE,02/15/2016 02:00:00 PM,16-008636,VEHICLE THEFT - AUTO,09X,200 WHITMORE ST,Oakland,CA,"200 WHITMORE ST
Oakland, CA
(37.832938, -122.250865)"
STOLEN VEHICLE,02/14/2016 08:00:00 PM,16-008674,VEHICLE THEFT - AUTO,27Y,1500 50TH AV,Oakland,CA,"1500 50TH AV
Oakland, CA
(37.770615, -122.207913)"
WEAPONS,02/17/2016 04:00:00 PM,16-008910,HAVE FIREARM AT PUBLIC/ETC SCHOOL,32X,1500 100TH AV,Oakland,CA,"1500 100TH AV
Oakland, CA
(37.743137, -122.167802)"
PETTY THEFT,02/09/2016 12:00:00 AM,16-008912,THEFT,14X,200 EUCLID AV,Oakland,CA,"200 EUCLID AV
Oakland, CA
(37.815684, -122.253586)"
BURG - COMMERCIAL,02/12/2016 09:00:00 PM,16-008588,BURGLARY-FORCIBLE ENTRY,30X,8000 BIRCH ST,Oakland,CA,"8000 BIRCH ST
Oakland, CA
(37.759059, -122.174536)"
BURG - AUTO,02/15/2016 10:53:00 AM,16-008619,BURGLARY-AUTO,26Y,900 66TH AV,Oakland,CA,"900 66TH AV
Oakland, CA
(37.757012, -122.200393)"
BURG - AUTO,02/16/2016 08:00:00 PM,16-008806,BURGLARY-AUTO,24X,2100 41ST AV,Oakland,CA,"2100 41ST AV
Oakland, CA
(37.778786, -122.210879)"
STOLEN VEHICLE,02/15/2016 06:00:00 AM,16-008748,VEHICLE THEFT - AUTO,27X,1700 48TH AV,Oakland,CA,"1700 48TH AV
Oakland, CA
(37.772134, -122.208103)"
STOLEN VEHICLE,02/16/2016 12:00:00 AM,16-008655,VEHICLE THEFT - AUTO,07X,2800 ETTIE ST,Oakland,CA,"2800 ETTIE ST
Oakland, CA
(37.821445, -122.287343)"
DISORDERLY CONDUCT,02/10/2016 06:30:00 PM,16-007937,DISTURB THE PEACE,34X,9400 OLIVE ST,Oakland,CA,"9400 OLIVE ST
Oakland, CA
(37.749921, -122.165879)"
PETTY THEFT,02/07/2016 12:00:00 AM,16-008146,THEFT,32X,1100 102ND AV,Oakland,CA,"1100 102ND AV
Oakland, CA
(37.738987, -122.172971)"
BURG - COMMERCIAL,02/18/2016 02:00:00 AM,16-008988,BURGLARY-FORCIBLE ENTRY,26Y,6400 INTERNATIONAL BLVD,Oakland,CA,"6400 INTERNATIONAL BLVD
Oakland, CA
(37.763043, -122.195166)"
NARCOTICS,02/16/2016 04:02:00 PM,16-008691,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,2400 SAN PABLO AV,Oakland,CA,"2400 SAN PABLO AV
Oakland, CA
(37.815078, -122.274661)"
STOLEN VEHICLE,02/17/2016 10:55:00 AM,16-008844,VEHICLE THEFT - AUTO,30Y,7500 STERLING DR,Oakland,CA,"7500 STERLING DR
Oakland, CA
(37.772156, -122.165853)"
STOLEN VEHICLE,02/15/2016 07:00:00 PM,16-008667,VEHICLE THEFT - AUTO,30Y,7800 HILLSIDE ST,Oakland,CA,"7800 HILLSIDE ST
Oakland, CA
(37.76531, -122.17055)"
STOLEN VEHICLE,02/16/2016 08:00:00 PM,16-008805,VEHICLE THEFT - AUTO,23X,1800 38TH AV,Oakland,CA,"1800 38TH AV
Oakland, CA
(37.777381, -122.217954)"
PETTY THEFT,02/05/2016 09:16:00 AM,16-006696,THEFT,27X,1400 HIGH ST,Oakland,CA,"1400 HIGH ST
Oakland, CA
(37.772646, -122.214456)"
NARCOTICS,02/17/2016 03:20:00 PM,16-008917,POSSESS/PURCHASE COCAINE BASE FOR SALE,21X,2400 25TH AV,Oakland,CA,"2400 25TH AV
Oakland, CA
(37.789073, -122.226478)"
STOLEN VEHICLE,02/12/2016 02:00:00 PM,16-008712,VEHICLE THEFT - AUTO,35Y,3000 MALCOLM AV,Oakland,CA,"3000 MALCOLM AV
Oakland, CA
(37.745772, -122.146445)"
FELONY ASSAULT,02/16/2016 10:42:00 PM,16-008746,ASSAULT,15X,300 WAYNE PL,Oakland,CA,"300 WAYNE PL
Oakland, CA
(37.80066, -122.251207)"
PROSTITUTION,02/16/2016 06:00:00 PM,16-008713,DISORDERLY CONDUCT:PROSTITUTION,08X,2800 TELEGRAPH AV,Oakland,CA,"2800 TELEGRAPH AV
Oakland, CA
(37.817319, -122.267617)"
STOLEN VEHICLE,02/15/2016 02:00:00 PM,16-008693,VEHICLE THEFT - AUTO,06X,2900 WEST ST,Oakland,CA,"2900 WEST ST
Oakland, CA
(37.81933, -122.273728)"
DISORDERLY CONDUCT,02/15/2016 08:30:00 PM,16-008576,DISTURB THE PEACE,06X,2200 SAN PABLO AV,Oakland,CA,"2200 SAN PABLO AV
Oakland, CA
(37.812012, -122.273675)"
RECOVERED O/S STOLEN,02/17/2016 09:11:00 PM,16-008956,VEHICLE THEFT - AUTO,26Y,1200 65TH AV,Oakland,CA,"1200 65TH AV
Oakland, CA
(37.761683, -122.196239)"
DISORDERLY CONDUCT,02/11/2016 09:40:00 AM,16-007912,DISTURB THE PEACE,09X,4300 BROADWAY,Oakland,CA,"4300 BROADWAY
Oakland, CA
(37.831743, -122.253994)"
PETTY THEFT,02/14/2016 12:30:00 PM,16-008639,THEFT,02Y,900 CAMPBELL ST,Oakland,CA,"900 CAMPBELL ST
Oakland, CA
(37.808553, -122.298037)"
PROSTITUTION,02/16/2016 05:45:00 PM,16-008705,DISORDERLY CONDUCT:PROSTITUTION,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
STOLEN VEHICLE,02/15/2016 04:00:00 PM,16-008683,VEHICLE THEFT - AUTO,08X,300 ORANGE ST,Oakland,CA,"300 ORANGE ST
Oakland, CA
(37.815586, -122.257216)"
VANDALISM,02/17/2016 02:44:00 AM,16-008767,VANDALISM:DAMAGE PROPERTY,32X,1300 107TH AV,Oakland,CA,"1300 107TH AV
Oakland, CA
(37.736971, -122.168125)"
STOLEN VEHICLE,02/09/2016 02:00:00 PM,16-008930,VEHICLE THEFT - AUTO,27X,4600 TYRRELL ST,Oakland,CA,"4600 TYRRELL ST
Oakland, CA
(37.778482, -122.206213)"
MISDEMEANOR ASSAULT,02/16/2016 02:40:00 PM,16-008678,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,2200 TELEGRAPH AVE.,Oakland,CA,"2200 TELEGRAPH AVE.
Oakland, CA
(37.811615, -122.269048)"
BURG - RESIDENTIAL,02/16/2016 05:30:00 PM,16-008763,BURGLARY-FORCIBLE ENTRY,31X,8300 PARDEE DR,Oakland,CA,"8300 PARDEE DR
Oakland, CA
"
PETTY THEFT,02/11/2016 12:34:00 PM,16-007713,THEFT,30Y,6600 FOOTHILL BLVD,Oakland,CA,"6600 FOOTHILL BLVD
Oakland, CA
(37.770379, -122.181451)"
PETTY THEFT,02/17/2016 12:00:00 AM,16-008812,THEFT,25X,4100 MOUNTAIN BLVD,Oakland,CA,"4100 MOUNTAIN BLVD
Oakland, CA
(37.795647, -122.182707)"
STOLEN VEHICLE,02/16/2016 08:00:00 PM,16-008770,VEHICLE THEFT - AUTO,22Y,2900 MORGAN AV,Oakland,CA,"2900 MORGAN AV
Oakland, CA
(37.802368, -122.202168)"
